team_turnovers,team_rebounds,team_offensive_rebounds,team_defensive_rebounds,bench_points,starter_points,biggest_lead,biggest_scoring_run,points,assists,rebounds,defensive_rebounds,offensive_rebounds,steals,blocks,blocks_received,turnovers,three_points_made,three_point_attempts,three_point_percentage,two_points_made,two_point_attempts,two_point_percentage,field_goals_made,field_goal_attempts,field_goal_percentage,contested_field_goals_made,contested_field_goal_attempts,uncontested_field_goals_made,uncontested_field_goal_attempts,jumpshots_made,jumpshot_attempts,dunks_made,dunk_attempts,layups_made,layup_attempts,offensive_fouls,defensive_fouls,personal_fouls,technical_fouls,unsportsmanlike_fouls,fouls_received,offensive_fouls_received,defensive_fouls_received,free_throws_made,free_throw_attempts,free_throw_percentage,fastbreak_points,fastbreak_attempts,turnover_points,points_in_the_paint,points_in_the_paint_made,points_in_the_paint_attempts,perimeter_points,perimeter_points_made,perimeter_point_attempts,second_chance_points,plus_minus,minutes_played,period,team_id,team_minutes,abbreviation,name,nickname,photo_url,home_away,game_no,schedule,venue
1,1,0,1,27,47,11,0,74,11,47,21,26,5,4,6,8,5,32,15.63,26,58,44.83,31,90,34.44,29,88,2,2,13,59,1,1,17,30,0,21,21,0,0,18,1,17,7,17,41.18,17,8,20,44,NA,NA,23,NA,NA,24,-6,0,Total,0cabf2f5-02db-40ac-9e2c-434238a30b03,40,ADU,ADU,Soaring Falcons,https://arinola.sgp1.digitaloceanspaces.com/store/78573595daf6c3bb2ddaa323d0d1147a.png,away,29,10/05/2019 14:00:00,MOA Arena
0,0,0,0,4,18,10,0,22,4,12,4,8,1,0,1,0,2,10,20,7,15,46.67,9,25,36,8,24,1,1,5,17,0,0,4,8,0,4,4,0,0,3,0,3,2,3,66.67,7,3,7,12,NA,NA,8,NA,NA,5,4,0,1,0cabf2f5-02db-40ac-9e2c-434238a30b03,10,ADU,ADU,Soaring Falcons,https://arinola.sgp1.digitaloceanspaces.com/store/78573595daf6c3bb2ddaa323d0d1147a.png,away,29,10/05/2019 14:00:00,MOA Arena
1,0,0,0,14,0,11,0,14,1,12,8,4,1,1,2,4,0,8,0,6,14,42.86,6,22,27.27,5,21,1,1,2,16,0,0,4,6,0,7,7,0,0,3,0,3,2,2,100,6,3,4,10,NA,NA,2,NA,NA,2,1,0,2,0cabf2f5-02db-40ac-9e2c-434238a30b03,10,ADU,ADU,Soaring Falcons,https://arinola.sgp1.digitaloceanspaces.com/store/78573595daf6c3bb2ddaa323d0d1147a.png,away,29,10/05/2019 14:00:00,MOA Arena
0,1,0,1,6,14,11,0,20,3,12,3,9,1,2,3,0,1,6,16.67,8,17,47.06,9,23,39.13,9,23,0,0,2,11,0,0,7,12,0,4,4,0,0,7,0,7,1,8,12.5,4,2,4,16,NA,NA,3,NA,NA,10,-8,0,3,0cabf2f5-02db-40ac-9e2c-434238a30b03,10,ADU,ADU,Soaring Falcons,https://arinola.sgp1.digitaloceanspaces.com/store/78573595daf6c3bb2ddaa323d0d1147a.png,away,29,10/05/2019 14:00:00,MOA Arena
0,0,0,0,3,15,11,0,18,3,11,6,5,2,1,0,4,2,8,25,5,12,41.67,7,20,35,7,20,0,0,4,15,1,1,2,4,0,6,6,0,0,5,1,4,2,4,50,0,0,5,6,NA,NA,10,NA,NA,7,-3,0,4,0cabf2f5-02db-40ac-9e2c-434238a30b03,10,ADU,ADU,Soaring Falcons,https://arinola.sgp1.digitaloceanspaces.com/store/78573595daf6c3bb2ddaa323d0d1147a.png,away,29,10/05/2019 14:00:00,MOA Arena
1,5,3,2,21,68,27,0,89,14,49,30,19,5,9,4,15,7,27,25.93,29,48,60.42,36,75,48,35,74,1,1,14,47,2,2,20,26,2,17,21,2,0,14,3,11,10,14,71.43,9,4,15,52,NA,NA,27,NA,NA,23,26,0,Total,6109d7cd-c824-4372-ab79-aea01b0f1a76,40,ADMU,ADMU,Blue Eagles,https://arinola.sgp1.digitaloceanspaces.com/store/3083115120133a1de8af0a80ae32657f.png,home,28,09/29/2019 16:00:00,Big Dome
1,1,1,0,0,15,5,0,15,3,10,5,5,1,1,2,4,1,5,20,5,11,45.45,6,16,37.5,6,16,0,0,2,10,0,0,4,6,0,0,0,0,0,5,0,5,2,5,40,0,0,2,10,NA,NA,3,NA,NA,8,-6,0,1,6109d7cd-c824-4372-ab79-aea01b0f1a76,10,ADMU,ADMU,Blue Eagles,https://arinola.sgp1.digitaloceanspaces.com/store/3083115120133a1de8af0a80ae32657f.png,home,28,09/29/2019 16:00:00,Big Dome
0,1,0,1,6,14,6,0,20,2,16,8,8,2,3,1,3,1,8,12.5,7,14,50,8,22,36.36,8,22,0,0,2,14,0,0,6,8,0,4,4,0,0,4,1,3,3,3,100,5,2,7,14,NA,NA,3,NA,NA,4,10,0,2,6109d7cd-c824-4372-ab79-aea01b0f1a76,10,ADMU,ADMU,Blue Eagles,https://arinola.sgp1.digitaloceanspaces.com/store/3083115120133a1de8af0a80ae32657f.png,home,28,09/29/2019 16:00:00,Big Dome
0,0,0,0,7,19,18,0,26,1,10,9,1,1,2,0,3,3,8,37.5,6,10,60,9,18,50,9,18,0,0,7,14,0,0,2,4,1,10,12,1,0,3,2,1,5,5,100,2,1,2,6,NA,NA,15,NA,NA,3,11,0,3,6109d7cd-c824-4372-ab79-aea01b0f1a76,10,ADMU,ADMU,Blue Eagles,https://arinola.sgp1.digitaloceanspaces.com/store/3083115120133a1de8af0a80ae32657f.png,home,28,09/29/2019 16:00:00,Big Dome
0,3,2,1,8,20,27,0,28,8,13,8,5,1,3,1,5,2,6,33.33,11,13,84.62,13,19,68.42,12,18,1,1,3,9,2,2,8,8,1,3,5,1,0,2,0,2,0,1,0,2,1,4,22,NA,NA,6,NA,NA,8,11,0,4,6109d7cd-c824-4372-ab79-aea01b0f1a76,10,ADMU,ADMU,Blue Eagles,https://arinola.sgp1.digitaloceanspaces.com/store/3083115120133a1de8af0a80ae32657f.png,home,28,09/29/2019 16:00:00,Big Dome
1,0,0,0,31,32,6,0,63,9,32,22,10,6,4,9,17,3,15,20,19,44,43.18,22,59,37.29,22,58,0,1,8,30,0,0,14,29,3,11,16,2,0,19,2,17,16,22,72.73,12,5,27,28,NA,NA,19,NA,NA,10,-26,0,Total,4515dc27-1a9d-4cdf-8fdb-f7030b8aa1e3,40,UP,UP,Fighting Maroons,https://arinola.sgp1.digitaloceanspaces.com/store/24cbd6d11eb6a23ca36aea6f05b4ce80.png,away,28,09/29/2019 16:00:00,Big Dome
0,0,0,0,13,8,6,0,21,3,7,6,1,1,2,1,3,1,4,25,9,12,75,10,16,62.5,10,16,0,0,4,10,0,0,6,6,0,5,5,0,0,0,0,0,0,0,0,4,2,8,12,NA,NA,9,NA,NA,2,6,0,1,4515dc27-1a9d-4cdf-8fdb-f7030b8aa1e3,10,UP,UP,Fighting Maroons,https://arinola.sgp1.digitaloceanspaces.com/store/24cbd6d11eb6a23ca36aea6f05b4ce80.png,away,28,09/29/2019 16:00:00,Big Dome
1,0,0,0,2,8,6,0,10,2,9,6,3,2,1,3,5,0,2,0,3,12,25,3,14,21.43,3,13,0,1,0,6,0,0,3,8,1,3,4,0,0,4,0,4,4,4,100,6,2,6,6,NA,NA,0,NA,NA,2,-10,0,2,4515dc27-1a9d-4cdf-8fdb-f7030b8aa1e3,10,UP,UP,Fighting Maroons,https://arinola.sgp1.digitaloceanspaces.com/store/24cbd6d11eb6a23ca36aea6f05b4ce80.png,away,28,09/29/2019 16:00:00,Big Dome
0,0,0,0,9,6,6,0,15,1,13,8,5,1,0,2,5,1,6,16.67,1,8,12.5,2,14,14.29,2,14,0,0,1,7,0,0,1,7,2,1,5,2,0,11,1,10,10,15,66.67,0,0,4,2,NA,NA,3,NA,NA,5,-11,0,3,4515dc27-1a9d-4cdf-8fdb-f7030b8aa1e3,10,UP,UP,Fighting Maroons,https://arinola.sgp1.digitaloceanspaces.com/store/24cbd6d11eb6a23ca36aea6f05b4ce80.png,away,28,09/29/2019 16:00:00,Big Dome
0,0,0,0,7,10,6,0,17,3,3,2,1,2,1,3,4,1,3,33.33,6,12,50,7,15,46.67,7,15,0,0,3,7,0,0,4,8,0,2,2,0,0,4,1,3,2,3,66.67,2,1,9,8,NA,NA,7,NA,NA,1,-11,0,4,4515dc27-1a9d-4cdf-8fdb-f7030b8aa1e3,10,UP,UP,Fighting Maroons,https://arinola.sgp1.digitaloceanspaces.com/store/24cbd6d11eb6a23ca36aea6f05b4ce80.png,away,28,09/29/2019 16:00:00,Big Dome
0,2,2,0,54,18,2,0,72,10,46,22,24,3,2,5,15,8,34,23.53,23,51,45.1,31,85,36.47,31,85,0,0,15,59,0,0,16,26,2,17,20,0,1,12,1,11,2,5,40,9,4,24,40,NA,NA,30,NA,NA,14,-6,0,Total,12c6608e-af76-4e58-b428-8561b15bbc76,40,NU,NU,Bulldogs,https://arinola.sgp1.digitaloceanspaces.com/store/0d7c65e9e36355a9616b937d7a042d66.png,home,27,09/29/2019 12:00:00,Big Dome
0,1,1,0,8,4,2,0,12,1,11,5,6,2,1,2,3,1,7,14.29,4,14,28.57,5,21,23.81,5,21,0,0,2,16,0,0,3,5,0,4,4,0,0,3,0,3,1,2,50,7,3,8,6,NA,NA,5,NA,NA,2,-6,0,1,12c6608e-af76-4e58-b428-8561b15bbc76,10,NU,NU,Bulldogs,https://arinola.sgp1.digitaloceanspaces.com/store/0d7c65e9e36355a9616b937d7a042d66.png,home,27,09/29/2019 12:00:00,Big Dome
0,0,0,0,20,0,2,0,20,3,10,5,5,0,0,0,2,2,10,20,7,11,63.64,9,21,42.86,9,21,0,0,4,14,0,0,5,7,0,4,4,0,0,2,0,2,0,0,0,0,0,3,12,NA,NA,8,NA,NA,4,1,0,2,12c6608e-af76-4e58-b428-8561b15bbc76,10,NU,NU,Bulldogs,https://arinola.sgp1.digitaloceanspaces.com/store/0d7c65e9e36355a9616b937d7a042d66.png,home,27,09/29/2019 12:00:00,Big Dome
0,0,0,0,12,3,2,0,15,2,15,8,7,0,1,1,7,2,9,22.22,4,13,30.77,6,22,27.27,6,22,0,0,3,17,0,0,3,5,1,5,6,0,0,3,1,2,1,1,100,0,0,3,8,NA,NA,6,NA,NA,4,-5,0,3,12c6608e-af76-4e58-b428-8561b15bbc76,10,NU,NU,Bulldogs,https://arinola.sgp1.digitaloceanspaces.com/store/0d7c65e9e36355a9616b937d7a042d66.png,home,27,09/29/2019 12:00:00,Big Dome
0,1,1,0,14,11,2,0,25,4,10,4,6,1,0,2,3,3,8,37.5,8,13,61.54,11,21,52.38,11,21,0,0,6,12,0,0,5,9,1,4,6,0,1,4,0,4,0,2,0,2,1,10,14,NA,NA,11,NA,NA,4,4,0,4,12c6608e-af76-4e58-b428-8561b15bbc76,10,NU,NU,Bulldogs,https://arinola.sgp1.digitaloceanspaces.com/store/0d7c65e9e36355a9616b937d7a042d66.png,home,27,09/29/2019 12:00:00,Big Dome
2,2,1,1,11,67,13,0,78,20,38,30,8,6,5,2,23,8,19,42.11,21,34,61.76,29,53,54.72,29,53,0,0,11,29,0,0,18,24,1,11,12,0,0,20,2,18,12,22,54.55,12,6,19,40,NA,NA,26,NA,NA,10,6,0,Total,33671853-062b-48a2-9246-fe64b2a2a15c,40,UE,UE,Red Warriors,https://arinola.sgp1.digitaloceanspaces.com/store/fd73c3847c5f2478cf392464baec0b61.png,away,27,09/29/2019 12:00:00,Big Dome
1,0,0,0,0,18,12,0,18,5,12,10,2,1,2,1,7,3,6,50,3,5,60,6,11,54.55,6,11,0,0,4,8,0,0,2,3,0,3,3,0,0,4,0,4,3,6,50,2,1,4,4,NA,NA,11,NA,NA,5,6,0,1,33671853-062b-48a2-9246-fe64b2a2a15c,10,UE,UE,Red Warriors,https://arinola.sgp1.digitaloceanspaces.com/store/fd73c3847c5f2478cf392464baec0b61.png,away,27,09/29/2019 12:00:00,Big Dome
0,0,0,0,6,13,12,0,19,4,8,6,2,0,0,0,4,3,6,50,4,7,57.14,7,13,53.85,7,13,0,0,4,9,0,0,3,4,0,2,2,0,0,4,0,4,2,4,50,0,0,2,8,NA,NA,9,NA,NA,2,-1,0,2,33671853-062b-48a2-9246-fe64b2a2a15c,10,UE,UE,Red Warriors,https://arinola.sgp1.digitaloceanspaces.com/store/fd73c3847c5f2478cf392464baec0b61.png,away,27,09/29/2019 12:00:00,Big Dome
1,0,0,0,5,15,12,0,20,7,12,9,3,3,1,1,6,1,4,25,8,13,61.54,9,17,52.94,9,17,0,0,1,6,0,0,8,11,1,2,3,0,0,6,1,5,1,5,20,8,4,8,16,NA,NA,3,NA,NA,3,5,0,3,33671853-062b-48a2-9246-fe64b2a2a15c,10,UE,UE,Red Warriors,https://arinola.sgp1.digitaloceanspaces.com/store/fd73c3847c5f2478cf392464baec0b61.png,away,27,09/29/2019 12:00:00,Big Dome
0,2,1,1,0,21,13,0,21,4,6,5,1,2,2,0,6,1,3,33.33,6,9,66.67,7,12,58.33,7,12,0,0,2,6,0,0,5,6,0,4,4,0,0,6,1,5,6,7,85.71,2,1,5,12,NA,NA,3,NA,NA,0,-4,0,4,33671853-062b-48a2-9246-fe64b2a2a15c,10,UE,UE,Red Warriors,https://arinola.sgp1.digitaloceanspaces.com/store/fd73c3847c5f2478cf392464baec0b61.png,away,27,09/29/2019 12:00:00,Big Dome
1,1,0,1,22,61,16,0,83,17,51,37,14,1,8,3,14,7,27,25.93,19,38,50,26,65,40,26,65,0,0,13,45,0,0,13,20,2,18,20,0,0,27,1,26,24,37,64.86,9,4,11,30,NA,NA,29,NA,NA,8,12,0,Total,87c66828-7455-4d05-92b9-a85bebc97bd8,40,FEU,FEU,Tamaraws,https://arinola.sgp1.digitaloceanspaces.com/store/12251ab95fc457b1769742a94b6a9e59.png,home,26,09/28/2019 16:00:00,MOA Arena
1,1,0,1,8,14,7,0,22,3,12,9,3,1,0,1,1,2,7,28.57,3,9,33.33,5,16,31.25,5,16,0,0,3,11,0,0,2,5,0,5,5,0,0,8,0,8,10,13,76.92,1,0,5,6,NA,NA,6,NA,NA,2,7,0,1,87c66828-7455-4d05-92b9-a85bebc97bd8,10,FEU,FEU,Tamaraws,https://arinola.sgp1.digitaloceanspaces.com/store/12251ab95fc457b1769742a94b6a9e59.png,home,26,09/28/2019 16:00:00,MOA Arena
0,0,0,0,3,13,14,0,16,3,14,11,3,0,0,0,5,1,7,14.29,3,6,50,4,13,30.77,4,13,0,0,3,12,0,0,1,1,2,4,6,0,0,8,1,7,7,11,63.64,6,3,0,4,NA,NA,5,NA,NA,0,0,0,2,87c66828-7455-4d05-92b9-a85bebc97bd8,10,FEU,FEU,Tamaraws,https://arinola.sgp1.digitaloceanspaces.com/store/12251ab95fc457b1769742a94b6a9e59.png,home,26,09/28/2019 16:00:00,MOA Arena
0,0,0,0,7,23,16,0,30,8,10,7,3,0,4,1,2,4,7,57.14,8,13,61.54,12,20,60,12,20,0,0,7,11,0,0,5,9,0,3,3,0,0,4,0,4,2,2,100,0,0,3,10,NA,NA,18,NA,NA,2,9,0,3,87c66828-7455-4d05-92b9-a85bebc97bd8,10,FEU,FEU,Tamaraws,https://arinola.sgp1.digitaloceanspaces.com/store/12251ab95fc457b1769742a94b6a9e59.png,home,26,09/28/2019 16:00:00,MOA Arena
0,0,0,0,4,11,16,0,15,3,15,10,5,0,4,1,6,0,6,0,5,10,50,5,16,31.25,5,16,0,0,0,11,0,0,5,5,0,6,6,0,0,7,0,7,5,11,45.45,2,1,3,10,NA,NA,0,NA,NA,4,-4,0,4,87c66828-7455-4d05-92b9-a85bebc97bd8,10,FEU,FEU,Tamaraws,https://arinola.sgp1.digitaloceanspaces.com/store/12251ab95fc457b1769742a94b6a9e59.png,home,26,09/28/2019 16:00:00,MOA Arena
1,3,1,2,28,43,2,0,71,8,55,30,25,5,3,8,13,5,25,20,21,60,35,26,85,30.59,25,84,1,1,15,60,0,0,11,25,1,26,27,0,0,20,2,18,14,19,73.68,6,3,16,30,NA,NA,27,NA,NA,18,-12,0,Total,0cabf2f5-02db-40ac-9e2c-434238a30b03,40,ADU,ADU,Soaring Falcons,https://arinola.sgp1.digitaloceanspaces.com/store/78573595daf6c3bb2ddaa323d0d1147a.png,away,26,09/28/2019 16:00:00,MOA Arena
1,0,0,0,4,11,2,0,15,2,17,9,8,0,1,0,3,1,6,16.67,5,17,29.41,6,23,26.09,6,23,0,0,3,17,0,0,3,6,0,8,8,0,0,5,0,5,2,4,50,0,0,2,8,NA,NA,5,NA,NA,4,-7,0,1,0cabf2f5-02db-40ac-9e2c-434238a30b03,10,ADU,ADU,Soaring Falcons,https://arinola.sgp1.digitaloceanspaces.com/store/78573595daf6c3bb2ddaa323d0d1147a.png,away,26,09/28/2019 16:00:00,MOA Arena
0,1,0,1,9,7,2,0,16,2,11,8,3,1,0,0,2,2,5,40,3,14,21.43,5,19,26.32,4,18,1,1,3,13,0,0,2,6,1,7,8,0,0,6,2,4,4,4,100,2,1,4,4,NA,NA,8,NA,NA,4,0,0,2,0cabf2f5-02db-40ac-9e2c-434238a30b03,10,ADU,ADU,Soaring Falcons,https://arinola.sgp1.digitaloceanspaces.com/store/78573595daf6c3bb2ddaa323d0d1147a.png,away,26,09/28/2019 16:00:00,MOA Arena
0,1,1,0,4,17,2,0,21,2,11,5,6,1,1,4,2,0,6,0,9,16,56.25,9,22,40.91,9,22,0,0,5,16,0,0,4,6,0,4,4,0,0,3,0,3,3,3,100,2,1,4,12,NA,NA,6,NA,NA,6,-9,0,3,0cabf2f5-02db-40ac-9e2c-434238a30b03,10,ADU,ADU,Soaring Falcons,https://arinola.sgp1.digitaloceanspaces.com/store/78573595daf6c3bb2ddaa323d0d1147a.png,away,26,09/28/2019 16:00:00,MOA Arena
0,1,0,1,11,8,2,0,19,2,16,8,8,3,1,4,6,2,8,25,4,13,30.77,6,21,28.57,6,21,0,0,4,14,0,0,2,7,0,7,7,0,0,6,0,6,5,8,62.5,2,1,6,6,NA,NA,8,NA,NA,4,4,0,4,0cabf2f5-02db-40ac-9e2c-434238a30b03,10,ADU,ADU,Soaring Falcons,https://arinola.sgp1.digitaloceanspaces.com/store/78573595daf6c3bb2ddaa323d0d1147a.png,away,26,09/28/2019 16:00:00,MOA Arena
0,1,1,0,41,51,17,0,92,19,41,31,10,6,2,2,13,8,16,50,30,58,51.72,38,74,51.35,38,74,0,0,16,37,1,1,21,36,2,22,25,0,1,21,4,17,8,16,50,24,12,13,48,NA,NA,36,NA,NA,10,15,0,Total,87d50ca4-0c79-4ba3-83d5-18a06e52f061,40,DLSU,DLSU,Green Archers,https://arinola.sgp1.digitaloceanspaces.com/store/aec13e6edacd3c38c8a6c1ae6d3d23ee.png,home,25,09/28/2019 14:00:00,MOA Arena
0,1,1,0,9,11,6,0,20,5,13,9,4,0,0,2,1,1,1,100,7,20,35,8,21,38.1,8,21,0,0,3,10,0,0,5,11,0,4,4,0,0,7,2,5,3,6,50,4,2,5,12,NA,NA,5,NA,NA,4,6,0,1,87d50ca4-0c79-4ba3-83d5-18a06e52f061,10,DLSU,DLSU,Green Archers,https://arinola.sgp1.digitaloceanspaces.com/store/aec13e6edacd3c38c8a6c1ae6d3d23ee.png,home,25,09/28/2019 14:00:00,MOA Arena
0,0,0,0,11,11,10,0,22,5,10,8,2,1,0,0,4,3,7,42.86,6,10,60,9,17,52.94,9,17,0,0,7,13,0,0,2,4,0,4,5,0,1,4,1,3,1,2,50,4,2,2,6,NA,NA,15,NA,NA,0,4,0,2,87d50ca4-0c79-4ba3-83d5-18a06e52f061,10,DLSU,DLSU,Green Archers,https://arinola.sgp1.digitaloceanspaces.com/store/aec13e6edacd3c38c8a6c1ae6d3d23ee.png,home,25,09/28/2019 14:00:00,MOA Arena
0,0,0,0,13,12,10,0,25,3,11,8,3,1,1,0,2,1,3,33.33,9,16,56.25,10,19,52.63,10,19,0,0,1,4,0,0,9,15,0,9,9,0,0,5,1,4,4,6,66.67,6,3,0,18,NA,NA,3,NA,NA,4,-1,0,3,87d50ca4-0c79-4ba3-83d5-18a06e52f061,10,DLSU,DLSU,Green Archers,https://arinola.sgp1.digitaloceanspaces.com/store/aec13e6edacd3c38c8a6c1ae6d3d23ee.png,home,25,09/28/2019 14:00:00,MOA Arena
0,0,0,0,8,17,17,0,25,6,7,6,1,4,1,0,6,3,5,60,8,12,66.67,11,17,64.71,11,17,0,0,5,10,1,1,5,6,2,5,7,0,0,5,0,5,0,2,0,10,5,6,12,NA,NA,13,NA,NA,2,6,0,4,87d50ca4-0c79-4ba3-83d5-18a06e52f061,10,DLSU,DLSU,Green Archers,https://arinola.sgp1.digitaloceanspaces.com/store/aec13e6edacd3c38c8a6c1ae6d3d23ee.png,home,25,09/28/2019 14:00:00,MOA Arena
0,2,1,1,18,59,5,0,77,12,40,28,12,3,2,2,16,8,27,29.63,20,40,50,28,67,41.79,27,66,1,1,16,44,1,1,11,22,4,16,22,1,1,25,2,23,13,22,59.09,4,1,9,30,NA,NA,34,NA,NA,8,-15,0,Total,98581eee-6023-484e-831c-c6db65f111ac,40,UST,UST,Growling Tigers,https://arinola.sgp1.digitaloceanspaces.com/store/4b045c3fbf79f9786e51a0f57b3ed732.png,away,25,09/28/2019 14:00:00,MOA Arena
0,0,0,0,5,9,5,0,14,3,10,9,1,0,2,0,5,2,6,33.33,4,9,44.44,6,15,40,6,15,0,0,4,10,0,0,2,5,2,5,8,1,0,4,0,4,0,2,0,3,1,0,6,NA,NA,8,NA,NA,0,-6,0,1,98581eee-6023-484e-831c-c6db65f111ac,10,UST,UST,Growling Tigers,https://arinola.sgp1.digitaloceanspaces.com/store/4b045c3fbf79f9786e51a0f57b3ed732.png,away,25,09/28/2019 14:00:00,MOA Arena
0,0,0,0,0,18,5,0,18,3,8,5,3,1,0,0,3,3,9,33.33,3,8,37.5,6,17,35.29,6,17,0,0,5,15,0,0,1,2,1,2,4,0,1,5,0,5,3,3,100,0,0,3,2,NA,NA,13,NA,NA,2,-4,0,2,98581eee-6023-484e-831c-c6db65f111ac,10,UST,UST,Growling Tigers,https://arinola.sgp1.digitaloceanspaces.com/store/4b045c3fbf79f9786e51a0f57b3ed732.png,away,25,09/28/2019 14:00:00,MOA Arena
0,1,1,0,11,15,5,0,26,3,14,7,7,0,0,1,2,3,8,37.5,6,14,42.86,9,22,40.91,9,22,0,0,3,11,0,0,6,11,1,4,5,0,0,9,0,9,5,11,45.45,1,0,3,12,NA,NA,9,NA,NA,6,1,0,3,98581eee-6023-484e-831c-c6db65f111ac,10,UST,UST,Growling Tigers,https://arinola.sgp1.digitaloceanspaces.com/store/4b045c3fbf79f9786e51a0f57b3ed732.png,away,25,09/28/2019 14:00:00,MOA Arena
0,1,0,1,2,17,5,0,19,3,8,7,1,2,0,1,6,0,4,0,7,9,77.78,7,13,53.85,6,12,1,1,4,8,1,1,2,4,0,5,5,0,0,7,2,5,5,6,83.33,0,0,3,10,NA,NA,4,NA,NA,0,-6,0,4,98581eee-6023-484e-831c-c6db65f111ac,10,UST,UST,Growling Tigers,https://arinola.sgp1.digitaloceanspaces.com/store/4b045c3fbf79f9786e51a0f57b3ed732.png,away,25,09/28/2019 14:00:00,MOA Arena
2,1,1,0,17,55,3,0,72,10,45,30,15,8,5,5,17,4,15,26.67,18,55,32.73,22,70,31.43,21,69,1,1,7,28,0,0,15,42,2,13,15,0,0,18,2,16,24,26,92.31,9,2,16,32,NA,NA,16,NA,NA,16,1,0,Total,4515dc27-1a9d-4cdf-8fdb-f7030b8aa1e3,40,UP,UP,Fighting Maroons,https://arinola.sgp1.digitaloceanspaces.com/store/24cbd6d11eb6a23ca36aea6f05b4ce80.png,home,24,09/25/2019 16:00:00,MOA Arena
0,0,0,0,4,10,3,0,14,1,13,9,4,3,1,1,7,1,4,25,4,15,26.67,5,19,26.32,5,19,0,0,2,9,0,0,3,10,2,1,3,0,0,4,0,4,3,4,75,0,0,3,6,NA,NA,5,NA,NA,6,-4,0,1,4515dc27-1a9d-4cdf-8fdb-f7030b8aa1e3,10,UP,UP,Fighting Maroons,https://arinola.sgp1.digitaloceanspaces.com/store/24cbd6d11eb6a23ca36aea6f05b4ce80.png,home,24,09/25/2019 16:00:00,MOA Arena
2,1,1,0,5,10,3,0,15,4,10,7,3,2,1,2,6,1,5,20,5,10,50,6,15,40,6,15,0,0,3,8,0,0,3,7,0,2,2,0,0,2,1,1,2,2,100,0,0,3,8,NA,NA,5,NA,NA,2,-3,0,2,4515dc27-1a9d-4cdf-8fdb-f7030b8aa1e3,10,UP,UP,Fighting Maroons,https://arinola.sgp1.digitaloceanspaces.com/store/24cbd6d11eb6a23ca36aea6f05b4ce80.png,home,24,09/25/2019 16:00:00,MOA Arena
0,0,0,0,0,23,3,0,23,3,11,6,5,2,1,2,3,0,3,0,5,15,33.33,5,18,27.78,5,18,0,0,0,6,0,0,5,12,0,5,5,0,0,8,1,7,13,14,92.86,2,0,7,10,NA,NA,0,NA,NA,4,0,0,3,4515dc27-1a9d-4cdf-8fdb-f7030b8aa1e3,10,UP,UP,Fighting Maroons,https://arinola.sgp1.digitaloceanspaces.com/store/24cbd6d11eb6a23ca36aea6f05b4ce80.png,home,24,09/25/2019 16:00:00,MOA Arena
0,0,0,0,8,12,3,0,20,2,11,8,3,1,2,0,1,2,3,66.67,4,15,26.67,6,18,33.33,5,17,1,1,2,5,0,0,4,13,0,5,5,0,0,4,0,4,6,6,100,7,2,3,8,NA,NA,6,NA,NA,4,8,0,4,4515dc27-1a9d-4cdf-8fdb-f7030b8aa1e3,10,UP,UP,Fighting Maroons,https://arinola.sgp1.digitaloceanspaces.com/store/24cbd6d11eb6a23ca36aea6f05b4ce80.png,home,24,09/25/2019 16:00:00,MOA Arena
1,3,2,1,14,57,13,0,71,15,53,31,22,3,5,5,21,8,24,33.33,19,51,37.25,27,75,36,26,74,1,1,15,44,0,0,12,31,2,16,18,0,0,15,2,13,9,17,52.94,6,3,15,28,NA,NA,34,NA,NA,22,-1,0,Total,87d50ca4-0c79-4ba3-83d5-18a06e52f061,40,DLSU,DLSU,Green Archers,https://arinola.sgp1.digitaloceanspaces.com/store/aec13e6edacd3c38c8a6c1ae6d3d23ee.png,away,24,09/25/2019 16:00:00,MOA Arena
0,1,1,0,2,16,5,0,18,6,14,10,4,3,1,1,6,2,6,33.33,6,15,40,8,21,38.1,7,20,1,1,3,10,0,0,5,11,0,4,4,0,0,3,2,1,0,0,0,4,2,4,10,NA,NA,8,NA,NA,2,4,0,1,87d50ca4-0c79-4ba3-83d5-18a06e52f061,10,DLSU,DLSU,Green Archers,https://arinola.sgp1.digitaloceanspaces.com/store/aec13e6edacd3c38c8a6c1ae6d3d23ee.png,away,24,09/25/2019 16:00:00,MOA Arena
0,0,0,0,4,14,13,0,18,3,11,5,6,0,2,1,3,2,6,33.33,5,13,38.46,7,19,36.84,7,19,0,0,5,12,0,0,2,7,1,1,2,0,0,2,0,2,2,4,50,0,0,7,6,NA,NA,10,NA,NA,7,3,0,2,87d50ca4-0c79-4ba3-83d5-18a06e52f061,10,DLSU,DLSU,Green Archers,https://arinola.sgp1.digitaloceanspaces.com/store/aec13e6edacd3c38c8a6c1ae6d3d23ee.png,away,24,09/25/2019 16:00:00,MOA Arena
0,1,1,0,6,17,13,0,23,4,10,7,3,0,2,1,7,2,4,50,7,12,58.33,9,16,56.25,9,16,0,0,4,8,0,0,5,8,1,7,8,0,0,5,0,5,3,5,60,2,1,2,10,NA,NA,10,NA,NA,6,0,0,3,87d50ca4-0c79-4ba3-83d5-18a06e52f061,10,DLSU,DLSU,Green Archers,https://arinola.sgp1.digitaloceanspaces.com/store/aec13e6edacd3c38c8a6c1ae6d3d23ee.png,away,24,09/25/2019 16:00:00,MOA Arena
